0,41
0,62
2,45
3,116
4,152
4,148
4,142
4,135
5,174
6,151
7,206
9,186
9,292
9,277
10,298
10,323
11,329
11,334
12,363
14,406
14,399
19,501
20,537
20,540
22,271
23,614
26,417
26,682
26,292
27,271
28,649
30,744
30,725
30,735
33,482
33,283
36,613
37,850
38,603
40,45
40,915
40,916
40,922
40,925
41,744
41,929
42,400
42,402
42,494
43,961
43,274
44,966
48,608
48,613
48,593
48,892
48,893
52,161
55,965
57,387
58,1149
62,298
62,1219
63,66
63,646
63,1254
64,187
64,295
65,153
66,1002
66,1306
67,883
68,164
68,142
69,646
71,672
72,1401
73,249
73,910
77,1470
78,252
80,1522
80,1523
81,540
82,482
82,1019
85,230
86,1592
87,800
87,1604
95,537
95,437
95,910
96,512
96,522
100,370
100,468
102,613
103,744
103,1762
104,1182
104,1782
105,1393
105,1259
106,476
106,718
106,1799
108,603
108,607
109,1067
109,348
110,1816
112,67
112,101
115,191
120,1929
120,453
121,899
122,1777
125,581
126,141
127,104
129,673
130,324
131,185
132,41
136,806
137,828
138,186
139,167
145,341
147,91
149,558
149,1014
151,896
151,93
152,1937
153,901
155,282
156,2208
156,201
156,1602
157,1070
159,1299
159,460
159,1062
160,312
160,718
161,1064
164,98
164,415
165,2211
165,2207
167,726
168,609
168,1324
169,337
171,1761
171,923
171,1916
171,2334
174,1921
174,245
175,658
175,101
176,308
177,641
177,101
179,753
179,299
179,319
181,101
182,1667
183,334
184,544
185,545
185,826
187,1665
187,522
187,1019
187,319
189,2457
189,315
189,324
190,1760
190,532
191,1019
191,511
193,482
194,1915
194,117
195,308
196,838
197,176
198,1117
200,884
201,299
202,2057
206,694
207,780
209,176
209,171
209,172
210,64
210,106
210,437
211,531
212,961
213,1404
213,1791
214,1711
216,210
216,582
217,186
217,676
217,589
218,167
220,2006
221,312
221,515
221,508
223,109
224,2674
225,218
226,207
227,164
228,426
228,90
228,45
230,1221
232,778
232,230
233,591
235,334
237,504
237,784
238,370
238,813
238,69
238,1727
239,1897
240,20
240,860
240,23
241,492
244,1030
246,2049
247,54
249,89
249,125
250,966
251,1520
251,2468
253,1796
254,582
254,495
255,309
257,1252
258,9
260,794
262,611
263,1067
264,1974
264,39
266,436
267,184
267,181
272,374
272,726
272,927
273,784
273,417
274,2954
275,896
275,2158
277,109
279,257
280,1522
280,93
282,673
284,901
284,703
285,498
286,1117
286,101
286,701
287,2957
288,611
289,168
291,1401
291,1396
293,197
295,299
296,348
298,2746
300,614
301,186
301,962
301,676
302,2152
302,890
303,9
304,587
307,581
307,990
308,961
308,182
310,65
311,181
312,216
312,803
316,2478
319,1280
320,45
321,896
321,1306
321,452
321,2152
323,430
325,446
326,274
326,582
327,1466
328,2573
333,899
333,1221
333,975
334,482
335,761
335,57
336,1669
337,47
339,587
339,181
342,381
342,437
344,460
346,544
346,710
348,90
348,125
350,1336
350,298
352,65
354,884
355,610
355,940
355,828
355,95
356,181
356,279
361,3272
361,1385
361,152
364,298
365,202
366,823
367,1092
368,312
368,892
368,630
370,659
370,695
372,185
373,673
373,676
374,337
375,890
375,452
376,297
377,337
378,168
378,1469
378,1046
379,2315
379,1876
379,2677
379,591
380,761
380,38
383,682
383,674
384,1473
384,1478
384,1479
384,1069
384,153
385,685
386,1056
387,1995
387,341
388,402
391,246
392,281
392,174
393,970
397,965
398,44
398,933
398,3190
399,1224
400,101
401,645
402,1522
406,482
406,475
406,1019
406,783
407,90
407,1683
408,411
409,6
410,153
411,1298
413,659
413,101
414,896
415,3359
416,67
416,701
416,694
419,2677
419,591
420,274
420,685
421,970
423,394
423,550
424,266
425,402
425,341
426,1520
428,1520
428,2468
428,1182
429,737
429,735
431,119
433,3497
434,624
434,758
435,1336
435,324
435,341
438,102
439,966
441,963
443,49
443,623
444,114
444,438
445,901
446,334
447,2758
448,952
449,641
449,651
449,659
449,645
450,345
452,1170
454,164
456,939
456,116
457,930
458,90
459,1009
459,874
459,836
459,1758
461,1117
463,485
464,327
465,341
466,162
466,587
466,133
467,892
468,370
470,184
470,190
474,2361
474,2916
478,542
479,753
482,910
485,582
485,495
486,1336
487,701
488,417
488,1231
490,298
490,780
490,1221
491,784
491,1677
492,1393
492,419
493,890
495,274
496,791
497,151
498,1117
499,610
499,975
500,98
501,1392
501,1393
502,681
502,676
504,1864
504,658
505,1185
505,938
505,2677
507,731
509,307
509,338
509,1219
509,230
510,890
511,734
512,2179
514,839
515,504
515,310
516,2843
518,3232
518,218
518,587
518,1338
520,1336
522,931
523,718
524,149
525,201
525,2933
525,1582
525,1577
526,3696
526,350
529,388
530,537
530,437
531,163
532,1473
536,337
536,2753
537,1117
537,1109
538,1169
539,81
539,703
540,682
541,612
544,1672
544,531
544,501
544,533
544,1019
545,302
546,364
546,198
547,2010
549,312
550,489
550,962
553,182
554,512
554,778
554,783
555,890
555,1812
556,2035
556,1247
558,1507
558,3774
561,151
563,102
566,1425
567,2704
567,251
567,1638
568,1053
570,630
572,534
573,188
573,133
575,251
575,999
577,184
577,167
578,540
578,823
579,540
579,2725
581,1290
581,1298
583,723
589,453
590,151
594,896
594,1520
594,1828
596,3458
597,710
599,1361
600,965
601,1643
601,3820
601,2356
602,312
602,1543
606,1105
606,630
609,1168
609,469
612,1627
613,3773
614,899
614,975
617,649
618,1111
619,187
619,676
619,333
620,257
620,1522
621,292
622,624
623,1382
623,271
626,1392
626,1393
626,228
627,336
627,345
628,530
628,348
628,734
629,2179
630,431
634,171
635,658
635,707
635,1252
635,1254
636,672
636,959
637,323
637,532
638,266
639,1107
639,707
639,558
642,581
643,2110
648,1522
650,1109
652,420
652,2644
654,181
656,952
656,187
657,584
657,167
660,818
661,1519
662,543
663,610
663,2478
665,175
666,707
667,896
668,504
668,338
668,1019
668,1823
669,582
670,1064
670,761
670,370
670,1315
671,890
671,374
671,1519
672,435
672,102
673,119
676,1109
677,212
679,993
679,437
682,80
683,901
684,417
684,197
684,415
687,3649
687,1450
689,2152
689,890
689,613
691,1231
696,630
697,779
697,1019
699,620
699,319
700,923
701,512
701,516
703,1996
705,681
705,186
705,676
707,345
707,245
708,3083
708,3174
709,41
709,663
710,52
711,313
713,384
713,2110
713,2253
713,118
714,20
715,191
717,957
717,342
718,161
718,1059
718,2060
720,1316
720,326
726,274
726,587
726,180
726,181
727,261
728,826
729,2730
729,570
730,1171
731,504
732,1775
733,1450
736,309
737,970
738,448
739,271
741,8
743,892
743,596
743,93
745,659
745,694
746,187
746,582
746,279
747,460
749,1268
750,1628
750,685
753,532
754,1682
755,683
757,2740
759,438
763,1067
763,141
764,2068
766,244
766,1143
767,210
767,963
768,1520
768,892
768,452
769,726
770,388
770,381
771,498
773,596
774,784
775,611
775,2468
775,1189
779,630
781,285
782,1302
782,1855
783,1914
783,1071
784,337
784,482
784,786
784,1874
786,394
786,799
787,3539
788,126
789,803
790,560
790,20
791,176
792,168
793,176
794,523
795,543
796,248
796,1306
796,348
797,681
799,463
800,422
800,1647
801,426
802,1983
802,343
803,343
804,1779
804,894
806,312
807,436
808,744
808,591
811,498
813,874
813,886
816,218
817,402
818,1094
819,324
821,655
822,392
823,93
823,1189
823,1182
825,1117
826,1306
826,885
829,635
830,784
830,420
830,780
830,798
831,209
835,328
835,674
835,292
835,341
836,448
836,346
836,828
837,840
837,1265
838,298
839,188
839,164
839,2173
840,186
840,957
841,1787
844,1092
845,182
845,279
846,216
847,249
847,430
848,2529
848,298
849,2006
852,2916
854,793
855,1728
855,1739
855,813
855,478
855,1727
858,532
858,839
859,706
859,101
862,321
862,1
863,1730
863,1140
863,4206
864,324
865,509
865,778
865,309
866,4065
870,417
870,677
870,680
870,781
870,283
872,2720
872,1569
872,2470
872,1823
872,1695
875,105
876,761
878,164
879,3348
882,1056
883,576
883,108
883,246
884,380
886,2089
886,685
887,1040
887,1629
887,271
888,104
890,1298
890,549
890,430
894,338
895,1522
896,543
897,2115
897,84
898,323
900,2220
900,3397
902,274
903,164
903,151
904,778
909,1912
911,960
911,498
911,941
912,377
915,80
916,955
916,685
916,2342
920,1059
921,257
922,1601
922,1602
924,313
925,1189
925,54
926,417
926,783
929,342
930,905
930,369
931,2024
931,119
933,534
936,1778
941,803
942,1385
944,736
944,702
946,1833
946,354
947,151
948,1392
948,180
951,1816
951,1842
951,3692
951,1839
952,560
952,641
952,645
953,1056
953,281
953,962
953,2060
955,875
958,1340
958,965
960,937
961,258
962,540
964,962
965,1130
966,341
966,975
967,492
968,181
971,360
971,3458
971,1838
972,1067
973,937
974,896
974,1779
976,2758
977,504
977,923
977,216
977,2071
979,683
980,681
981,498
983,705
984,329
984,430
984,38
985,157
988,489
990,2066
990,1388
991,577
992,1315
993,369
993,473
993,1685
993,2110
994,450
994,930
996,512
996,436
996,292
998,4338
1000,176
1000,2066
1001,1114
1001,324
1004,617
1004,370
1006,2115
1007,1727
1008,57
1008,332
1009,1117
1009,86
1010,970
1010,587
1010,54
1011,198
1012,337
1012,285
1012,303
1013,1302
1014,176
1015,612
1016,1220
1016,1821
1016,719
1017,395
1017,900
1017,467
1018,2060
1018,4197
1019,823
1021,4195
1021,133
1021,3688
1021,3276
1021,159
1022,323
1022,511
1024,336
1024,1385
1024,2648
1026,681
1028,489
1028,324
1029,24
1029,2193
1029,14
1030,337
1033,489
1035,257
1037,570
1039,151
1039,655
1040,938
1040,102
1042,2428
1043,277
1044,1816
1044,363
1044,1828
1044,1836
1045,274
1047,616
1048,2451
1049,106
1050,1582
1050,2933
1050,198
1051,3141
1053,393
1054,2451
1054,62
1057,1866
1057,307
1057,1221
1058,509
1060,3174
1061,221
1062,560
1062,663
1066,483
1067,1995
1068,2924
1070,460
1071,611
1071,452
1071,1187
1071,2153
1071,2607
1071,1782
1072,504
1072,312
1072,309
1073,2712
1073,2475
1073,3845
